game_id,initial_player,winner_player,timestamp,dificultad,filas,columnas,tiempo_juego,jugadas_humano,jugadas_ia,sugerencias_usadas,tiempo_total_ia,nodos_explorados,promedio_tiempo_jugada_ia,nivel_dificultad
9322e77b-dca7-498a-b6f9-753b0dadd559,HUMAN,AI,2024-11-06 20:20:10.906986,3,6,7,301.976160526276,14,14,10,158.893793344498,70776,11.3495566674641,2
05a38f95-710d-41da-bda3-02b46399d792,HUMAN,AI,2024-11-06 20:26:41.046992,3,6,7,323.381528377533,15,15,9,170.724591732025,78033,11.3816394488017,2
1dd8d5b8-f97f-401a-877a-6ca995e7fbaa,HUMAN,AI,2024-11-06 20:33:19.784395,3,6,7,206.375712633133,16,16,2,140.928081274033,60828,8.80800507962704,2
94bd5d81-6920-41fd-a662-976b8c8aab05,AI,IA,2024-11-06 20:42:52.093402,3,6,7,301.050387859344,7,8,0,204.902765989304,89856,25.6128457486629,3
bc8811f8-2b30-42bd-a37f-f1249b515c31,HUMAN,AI,2024-11-06 20:48:10.491948,1,6,7,17.776111125946,6,6,0,0.645761013031006,237,0.107626835505168,1
595c487c-2758-4d3a-928d-88717102ddfd,HUMAN,AI,2024-11-06 20:48:51.289209,1,6,7,44.5584378242493,13,13,0,1.1405827999115,374,0.0877371384547307,1
19b9f487-1fbe-4e90-a810-abb6ffd4724a,HUMAN,AI,2024-11-06 20:51:24.729916,1,6,7,44.3541123867035,19,19,0,0.903064489364624,393,0.0475297099665592,1
fd0bd0b3-0f6b-4da4-b718-427e43b34580,HUMAN,,2024-11-06 20:55:54.521768,3,6,7,,,,,,,,3
2a7c1b74-8689-4393-ade5-f0930df64161,HUMAN,IA,2024-11-06 20:57:08.229007,3,6,7,89.5479252338409,2,2,0,57.5914487838745,22832,28.7957243919373,3
69603148-b67f-4cd0-8050-c7503bdcb4c6,HUMAN,AI,2024-11-06 20:58:55.742972,1,6,7,14.2916610240936,8,8,0,0.658252000808716,278,0.0822815001010895,1
8a26b317-3b79-4727-b71d-a58d79ec3ac8,HUMAN,AI,2024-11-06 20:59:21.120730,1,6,7,36.0390915870667,18,18,0,1.14515233039856,394,0.0636195739110311,1
1e49a455-eef0-4a4f-adc0-7876dbf2d0cc,HUMAN,AI,2024-11-06 21:00:05.471533,2,6,7,23.3832960128784,7,7,0,7.7202045917511,3245,1.10288637025016,1
d7c446e4-3ac5-400e-8a91-1e9229de8dad,HUMAN,AI,2024-11-06 21:00:41.414001,2,6,7,29.6115565299988,9,9,0,14.4656574726105,6119,1.6072952747345,1
74108e11-bcb4-4a5d-b942-5db6644ab8e4,HUMAN,AI,2024-11-06 21:01:28.812785,2,6,7,48.7928907871246,14,14,0,11.0030202865601,4566,0.785930020468576,1
ad1a0cf2-c7aa-4cce-8f2d-6452be1b0615,AI,AI,2024-11-06 21:02:27.301724,1,6,7,14.2131819725037,9,10,0,0.961153030395508,360,0.0961153030395508,1
3b19f28a-1d1d-46f8-b373-c011e71145b1,HUMAN,AI,2024-11-06 21:02:52.234530,1,6,7,30.0607299804687,16,16,0,0.957537412643433,362,0.0598460882902145,1
